,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
35,387.952679,320.835292,323.224476,300.943421,308.977398,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196
36,320.835292,323.224476,300.943421,308.977398,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759
37,323.224476,300.943421,308.977398,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229
38,300.943421,308.977398,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671
39,308.977398,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911
40,337.287039,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376
41,392.779146,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727
42,403.507647,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481
43,354.104456,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008
44,344.071611,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045
45,323.857566,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662
46,331.810228,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562
47,422.803376,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748
48,465.366525,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203
49,441.634196,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684
50,420.253759,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053
51,402.467229,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699
52,397.912671,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231
53,426.715911,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226
54,409.101376,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899
55,429.966727,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885
56,403.868481,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225
57,438.066008,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988
58,481.231045,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023
59,388.043662,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565
60,451.363562,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476
61,455.534748,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689
62,411.082203,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818
63,435.345684,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629
64,405.238053,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184
65,400.393699,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017
66,418.621231,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338
67,417.593226,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979
68,405.091899,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931
69,423.081885,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106
70,346.036225,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453
71,287.569988,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475
72,345.283023,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766
73,342.319565,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031
74,299.583476,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046
75,286.758689,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645
76,282.621818,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238
77,299.056629,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425
78,294.178184,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335
79,287.752017,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361
80,271.974338,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254
81,231.218979,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998
82,230.74931,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678
83,248.842106,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535
84,252.095453,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706
85,265.412475,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489
86,289.985766,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353
87,243.026031,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334
88,243.841046,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254
89,224.791645,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481
90,200.353238,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982
91,191.926425,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634
92,195.236335,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138
93,220.448361,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667
94,250.94254,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232
95,238.283998,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218
96,220.080678,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422
97,258.997535,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495
98,222.351706,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079
99,169.867489,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508
100,177.900353,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003
101,156.206334,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141
102,142.522254,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256
103,136.696481,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865
104,135.025982,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618
105,138.85634,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835
106,142.610138,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217
107,139.89667,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059
108,152.26232,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113
109,150.850218,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837
110,127.758422,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763
111,127.541495,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832
112,149.987079,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113
113,131.439508,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145
114,147.138003,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663
115,140.056141,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099
116,132.089256,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236
117,139.480865,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409
118,144.720618,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483
119,166.895835,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867
120,150.177217,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231
121,133.180059,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279
122,131.803113,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034
123,126.097837,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889
124,122.311763,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093
125,122.4832,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776
126,136.059113,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335
127,123.152145,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179
128,118.672663,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381
129,135.894099,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855
130,175.16236,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208
131,193.719409,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466
132,198.671483,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767
133,181.910867,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077
134,162.017231,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593
135,147.733279,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185
136,135.118034,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827
137,131.975889,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723
138,130.859093,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491
139,131.521776,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399
140,135.583335,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485
141,133.581179,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556
142,127.660381,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307
143,132.419855,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426
144,133.332208,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074
145,138.634466,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111
146,147.068767,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284
147,145.344077,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608
148,154.217593,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195
149,146.580185,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037
150,134.644827,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904
151,132.695723,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482
152,130.483491,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792
153,161.712399,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212
154,138.407485,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228
155,130.370556,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887
156,132.81307,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927
157,125.559426,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554
158,137.067074,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555
159,147.434111,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375
160,136.114284,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516
161,136.21608,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793
162,169.820195,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069
163,206.207037,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671
164,207.223904,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115
165,196.056482,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726
166,197.257792,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481
167,181.668212,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008
168,201.862228,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888
169,253.465887,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289
170,244.026927,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525
171,241.747554,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035
172,250.210555,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815
173,264.027375,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283
174,275.006516,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777
175,280.451793,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777,360.007594
176,211.839069,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777,360.007594,337.016577
177,243.128671,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777,360.007594,337.016577,330.863288
178,267.398115,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777,360.007594,337.016577,330.863288,256.201586
179,229.146726,187.323481,162.231008,229.909888,232.912289,270.723525,298.020035,368.797815,329.421283,380.07777,360.007594,337.016577,330.863288,256.201586,366.129309
