,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
41,58.793465,57.080692,60.488184,62.004604,66.131549,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611
42,57.080692,60.488184,62.004604,66.131549,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056
43,60.488184,62.004604,66.131549,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479
44,62.004604,66.131549,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253
45,66.131549,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329
46,63.106611,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682
47,59.908695,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884
48,57.974837,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629
49,57.963082,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848
50,59.969371,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528
51,58.542002,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792
52,58.057156,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165
53,59.559342,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644
54,58.996307,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192
55,62.482611,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626
56,62.710056,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226
57,63.750479,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642
58,64.336253,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833
59,65.749329,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074
60,61.401682,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371
61,59.717884,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726
62,61.051629,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863
63,61.979848,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497
64,60.989528,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994
65,60.333792,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072
66,57.082165,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509
67,56.930644,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228
68,55.307192,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693
69,55.30626,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232
70,52.352226,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609
71,53.351642,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965
72,53.792833,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936
73,54.301074,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192
74,50.968371,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851
75,49.724726,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366
76,50.637863,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975
77,48.811497,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442
78,47.626994,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416
79,46.777072,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737
80,45.22509,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006
81,44.683228,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302
82,44.521693,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503
83,43.306232,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713
84,41.18609,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152
85,40.088965,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456
86,40.661936,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695
87,40.76192,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315
88,37.141851,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757
89,36.408366,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319
90,35.03975,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009
91,34.845442,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235
92,33.818416,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644
93,32.704737,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795
94,31.681006,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783
95,31.231302,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813
96,30.74503,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595
97,29.895713,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004
98,30.21152,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754
99,30.335456,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263
100,28.936695,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035
101,27.247315,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603
102,27.145757,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097
103,25.971319,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712
104,25.100009,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463
105,25.112235,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196
106,24.542644,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712
107,23.220795,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765
108,22.481783,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215
109,21.623813,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704
110,22.204595,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415
111,22.417004,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238
112,21.259754,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055
113,21.558263,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316
114,20.139035,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056
115,19.008603,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464
116,18.511097,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054
117,17.578712,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941
118,16.934463,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673
119,16.949196,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212
120,16.572712,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623
121,16.408765,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978
122,16.49215,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038
123,18.045704,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531
124,18.061415,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815
125,18.649238,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639
126,17.59055,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251
127,17.511316,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614
128,15.987056,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177
129,14.715464,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174
130,14.324054,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856
131,13.582941,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643
132,13.337673,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117
133,13.208212,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658
134,12.724623,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577
135,12.245978,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095
136,12.025038,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204
137,12.458531,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844
138,12.301815,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186
139,12.102639,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763
140,12.859251,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638
141,11.896614,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665
142,11.880177,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197
143,12.189174,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596
144,13.037856,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459
145,12.864643,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617
146,12.511117,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027
147,13.182658,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269
148,12.676577,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914
149,12.050095,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155
150,12.710204,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515
151,12.441844,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028
152,13.057186,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539
153,13.244763,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705
154,12.91638,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583
155,13.763665,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385
156,13.377197,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459
157,12.541596,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947
158,12.53459,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676
159,14.015617,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267
160,14.73027,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983
161,15.596269,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983
162,14.509914,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881
163,13.976155,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618
164,14.177515,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492
165,13.606028,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328
166,13.242539,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364
167,13.736705,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815
168,14.773583,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196
169,13.449385,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318
170,12.596459,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508
171,17.48947,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727
172,15.143676,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397
173,15.416267,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483
174,17.041983,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165
175,13.518983,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165,17.472164
176,15.159881,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165,17.472164,17.340418
177,16.248618,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165,17.472164,17.340418,18.404187
178,17.956492,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165,17.472164,17.340418,18.404187,18.42652
179,17.827328,18.581364,20.473815,21.528196,27.056318,21.622508,18.730727,17.17397,18.544483,18.38165,17.472164,17.340418,18.404187,18.42652,17.756039
